address,address_gu,address_dong,lat_long,lat,long
서울특별시 성동구 행당동 행당한진타운제2,성동구,행당동,"[37.5552832975084, 127.026431579796]",37.5552832975084,127.026431579796
서울특별시 영등포구 문래동5가 문래대림,영등포구,문래동5가,"[37.5170161035424, 126.88806349814]",37.5170161035424,126.88806349814
서울특별시 은평구 진관동 은평뉴타운마고정3단지,은평구,진관동,"[37.6333609533039, 126.927651200838]",37.6333609533039,126.927651200838
서울특별시 도봉구 방학동 방학삼성래미안1단지,도봉구,방학동,"[37.6669775389205, 127.047276059135]",37.6669775389205,127.047276059135
서울특별시 노원구 월계동 월계주공1단지,노원구,월계동,"[37.6281259684663, 127.052782051404]",37.6281259684663,127.052782051404
서울특별시 노원구 월계동 성북역신도브래뉴,노원구,월계동,"[37.6232029158151, 127.058997535197]",37.6232029158151,127.058997535197
서울특별시 도봉구 방학동 방학벽산2차,도봉구,방학동,"[37.6589255083572, 127.025138236022]",37.6589255083572,127.025138236022
서울특별시 송파구 풍납동 풍납미성,송파구,풍납동,"[37.5341796229641, 127.113752721633]",37.5341796229641,127.113752721633
서울특별시 노원구 중계동 중계주공5단지,노원구,중계동,"[37.6528314028999, 127.07592630319]",37.6528314028999,127.07592630319
서울특별시 종로구 창신동 창신두산,종로구,창신동,"[37.5742176646077, 127.014287420294]",37.5742176646077,127.014287420294
서울특별시 강서구 염창동 염창우성2차,강서구,염창동,"[37.5557240025396, 126.8694909718]",37.5557240025396,126.8694909718
서울특별시 강남구 삼성동 삼성동힐스테이트2단지,강남구,삼성동,"[37.5138589096778, 127.051485875359]",37.5138589096778,127.051485875359
서울특별시 성북구 정릉동 정릉우방아파트,성북구,정릉동,"[37.6003791426184, 127.010103849306]",37.6003791426184,127.010103849306
서울특별시 도봉구 창동 창동신창,도봉구,창동,"[37.6407409978532, 127.041844016725]",37.6407409978532,127.041844016725
서울특별시 성동구 성수동1가 성수갤러리아포레,성동구,성수동1가,"[37.5457843454815, 127.042476851287]",37.5457843454815,127.042476851287
서울특별시 구로구 개봉동 개봉한진,구로구,개봉동,"[37.4846795429977, 126.851939768222]",37.4846795429977,126.851939768222
서울특별시 성북구 종암동 종암극동아파트,성북구,종암동,"[37.5952781323054, 127.033682708793]",37.5952781323054,127.033682708793
서울특별시 양천구 신월동 수명산롯데캐슬,양천구,신월동,"[37.5445574100504, 126.828496648213]",37.5445574100504,126.828496648213
서울특별시 구로구 고척동 고척삼익1단지,구로구,고척동,"[37.5086321795224, 126.852971017596]",37.5086321795224,126.852971017596
서울특별시 노원구 상계동 상계한신3차,노원구,상계동,"[37.66622169337, 127.067489665682]",37.66622169337,127.067489665682
서울특별시 마포구 신수동 대원칸타빌,마포구,신수동,"[37.5480841409708, 126.93365853591]",37.5480841409708,126.93365853591
서울특별시 용산구 산천동 한강타운,용산구,산천동,"[37.5357557043381, 126.950212860284]",37.5357557043381,126.950212860284
서울특별시 은평구 진관동 은평뉴타운구파발9-2단지,은평구,진관동,"[37.6438624977627, 126.920017019451]",37.6438624977627,126.920017019451
서울특별시 용산구 산천동 리버힐삼성아파트,용산구,산천동,"[37.535002087034, 126.95059340676]",37.535002087034,126.95059340676
서울특별시 성북구 상월곡동 성북동아에코빌,성북구,상월곡동,"[37.6078992370885, 127.045423992015]",37.6078992370885,127.045423992015
서울특별시 강남구 삼성동 삼성한솔,강남구,삼성동,"[37.5173889752862, 127.045503680429]",37.5173889752862,127.045503680429
서울특별시 도봉구 쌍문동 쌍문동익파크,도봉구,쌍문동,"[37.6514651839656, 127.024760862104]",37.6514651839656,127.024760862104
서울특별시 강서구 방화동 방화3차우림필유,강서구,방화동,"[37.5682727499685, 126.808198355281]",37.5682727499685,126.808198355281
서울특별시 서대문구 홍은동 홍은동원베네스트,서대문구,홍은동,"[37.5989341410052, 126.943949771598]",37.5989341410052,126.943949771598
서울특별시 종로구 평창동 평창롯데,종로구,평창동,"[37.6091361348129, 126.975681166723]",37.6091361348129,126.975681166723
서울특별시 마포구 공덕동 공덕삼성,마포구,공덕동,"[37.5466962462354, 126.951444914492]",37.5466962462354,126.951444914492
서울특별시 강남구 청담동 삼성청담공원,강남구,청담동,"[37.5224202022399, 127.050536317213]",37.5224202022399,127.050536317213
서울특별시 서초구 방배동 현대멤피스아파트,서초구,방배동,"[37.4951763080247, 126.988366427362]",37.4951763080247,126.988366427362
서울특별시 영등포구 신길동 신기목련,영등포구,신길동,"[37.5084064349724, 126.914921289635]",37.5084064349724,126.914921289635
서울특별시 송파구 오금동 오금현대백조,송파구,오금동,"[37.5093910634084, 127.129259504158]",37.5093910634084,127.129259504158
서울특별시 서초구 우면동 서초네이처힐4단지,서초구,우면동,"[37.4636344096655, 127.02623346136]",37.4636344096655,127.02623346136
서울특별시 동작구 신대방동 보라매롯데낙천대,동작구,신대방동,"[37.4943314525612, 126.913661930354]",37.4943314525612,126.913661930354
서울특별시 광진구 광장동 광장현대파크빌,광진구,광장동,"[37.5441456421547, 127.101527301469]",37.5441456421547,127.101527301469
서울특별시 성동구 성수동1가 성수2차대우,성동구,성수동1가,"[37.5484104489106, 127.050153941693]",37.5484104489106,127.050153941693
서울특별시 강동구 천호동 천호동아하이빌,강동구,천호동,"[37.54471338622, 127.134419888871]",37.54471338622,127.134419888871
서울특별시 성북구 종암동 래미안세레니티,성북구,종암동,"[37.5992448373509, 127.031050089448]",37.5992448373509,127.031050089448
서울특별시 관악구 신림동 신림현대,관악구,신림동,"[37.4749935380104, 126.932280766666]",37.4749935380104,126.932280766666
서울특별시 중랑구 상봉동 신내건영1차,중랑구,상봉동,"[37.6039982711767, 127.093545075406]",37.6039982711767,127.093545075406
서울특별시 용산구 이촌동 동부이촌동우성,용산구,이촌동,"[37.5216751604394, 126.968363418261]",37.5216751604394,126.968363418261
서울특별시 강동구 천호동 천호동아코아,강동구,천호동,"[37.5412800765891, 127.125969201144]",37.5412800765891,127.125969201144
서울특별시 강남구 세곡동 세곡리엔파크4단지,강남구,세곡동,"[37.462086390367, 127.101964226816]",37.462086390367,127.101964226816
서울특별시 마포구 신공덕동 공덕아이파크,마포구,신공덕동,"[37.5446740470439, 126.95605352897]",37.5446740470439,126.95605352897
서울특별시 동작구 상도동 상도쌍용,동작구,상도동,"[37.5015273080708, 126.931642268797]",37.5015273080708,126.931642268797
서울특별시 구로구 신도림동 신도림현대,구로구,신도림동,"[37.5119722191003, 126.884254440618]",37.5119722191003,126.884254440618
서울특별시 노원구 공릉동 화랑해링턴플레이스,노원구,공릉동,"[37.6238708270864, 127.081134878842]",37.6238708270864,127.081134878842
서울특별시 중랑구 묵동 묵동브라운스톤태릉,중랑구,묵동,"[37.6187414214185, 127.08242725632]",37.6187414214185,127.08242725632
서울특별시 영등포구 문래동3가 문래공원한신,영등포구,문래동3가,"[37.5175839837132, 126.892997679027]",37.5175839837132,126.892997679027
서울특별시 노원구 상계동 상계수락한신,노원구,상계동,"[37.6738366111389, 127.060133723949]",37.6738366111389,127.060133723949
서울특별시 송파구 마천동 송파파크데일2단지,송파구,마천동,"[37.4957810716091, 127.158847774957]",37.4957810716091,127.158847774957
서울특별시 관악구 신림동 신림건영2차,관악구,신림동,"[37.4708484624297, 126.916922731166]",37.4708484624297,126.916922731166
서울특별시 동작구 사당동 남성두산위브트레지움,동작구,사당동,"[37.4853926822134, 126.971279925511]",37.4853926822134,126.971279925511
서울특별시 노원구 상계동 상계미도,노원구,상계동,"[37.6462253424076, 127.060952224108]",37.6462253424076,127.060952224108
서울특별시 서초구 서초동 서초5차e편한세상,서초구,서초동,"[37.4797223864045, 127.007279420326]",37.4797223864045,127.007279420326
서울특별시 구로구 구로동 구로현대연예인,구로구,구로동,"[37.492986322182, 126.877113407262]",37.492986322182,126.877113407262
서울특별시 광진구 군자동 군자일성파크,광진구,군자동,"[37.5512697055385, 127.072627886348]",37.5512697055385,127.072627886348
서울특별시 관악구 신림동 신림건영1차,관악구,신림동,"[37.4763139977688, 126.912321719249]",37.4763139977688,126.912321719249
서울특별시 동작구 흑석동 흑석한강현대,동작구,흑석동,"[37.5070082560032, 126.969728846898]",37.5070082560032,126.969728846898
서울특별시 성북구 종암동 종암SK,성북구,종암동,"[37.6011857517073, 127.036988885164]",37.6011857517073,127.036988885164
서울특별시 송파구 장지동 송파파인타운3단지,송파구,장지동,"[37.4838849061894, 127.132938562438]",37.4838849061894,127.132938562438
서울특별시 성동구 행당동 행당브라운스톤,성동구,행당동,"[37.5585508546057, 127.029834979306]",37.5585508546057,127.029834979306
서울특별시 강서구 등촌동 등촌대동황토방,강서구,등촌동,"[37.5559200375489, 126.862254058442]",37.5559200375489,126.862254058442
서울특별시 강남구 개포동 SH공사대치1단지,강남구,개포동,"[37.4941848052621, 127.075215384158]",37.4941848052621,127.075215384158
서울특별시 서초구 방배동 방배1차이편한세상,서초구,방배동,"[37.4877318512286, 126.998893033687]",37.4877318512286,126.998893033687
서울특별시 마포구 신공덕동 마포펜트라우스,마포구,신공덕동,"[37.5433912735911, 126.954104279715]",37.5433912735911,126.954104279715
서울특별시 중구 황학동 롯데캐슬베네치아,중구,황학동,"[37.5709782271712, 127.021433711217]",37.5709782271712,127.021433711217
서울특별시 마포구 상암동 상암월드컵파크5단지,마포구,상암동,"[37.5802112884678, 126.885970559624]",37.5802112884678,126.885970559624
서울특별시 영등포구 대림동 대림코오롱,영등포구,대림동,"[37.5069644904387, 126.894913824416]",37.5069644904387,126.894913824416
서울특별시 서대문구 홍제동 홍제성원아파트,서대문구,홍제동,"[37.5836699249845, 126.942886344639]",37.5836699249845,126.942886344639
서울특별시 동작구 신대방동 보라매파크빌,동작구,신대방동,"[37.4944119128135, 126.915531973989]",37.4944119128135,126.915531973989
서울특별시 노원구 공릉동 공릉3단지라이프,노원구,공릉동,"[37.6272668429353, 127.068613417088]",37.6272668429353,127.068613417088
서울특별시 도봉구 창동 창동대림,도봉구,창동,"[37.6534621666236, 127.045723364626]",37.6534621666236,127.045723364626
서울특별시 강남구 논현동 논현신동아,강남구,논현동,"[37.5147157100303, 127.022668627156]",37.5147157100303,127.022668627156
서울특별시 성동구 성수동1가 성수한진타운,성동구,성수동1가,"[37.5411130565341, 127.045298240723]",37.5411130565341,127.045298240723
서울특별시 강동구 둔촌동 신성둔촌미소지움2차,강동구,둔촌동,"[37.5273336559437, 127.143664403089]",37.5273336559437,127.143664403089
서울특별시 서초구 서초동 대림서초리시온,서초구,서초동,"[37.4934729686325, 127.015440252256]",37.4934729686325,127.015440252256
서울특별시 양천구 신월동 신월2차보람쉬움,양천구,신월동,"[37.5246233061067, 126.837135957763]",37.5246233061067,126.837135957763
서울특별시 노원구 상계동 상계동아불암,노원구,상계동,"[37.6669567609885, 127.079688357716]",37.6669567609885,127.079688357716
서울특별시 강서구 내발산동 마곡수명산파크4단지,강서구,내발산동,"[37.5512348671569, 126.823351155728]",37.5512348671569,126.823351155728
서울특별시 서초구 서초동 서초진흥,서초구,서초동,"[37.4973456019219, 127.022614070225]",37.4973456019219,127.022614070225
서울특별시 영등포구 신길동 신길경남,영등포구,신길동,"[37.5156952809645, 126.918489883562]",37.5156952809645,126.918489883562
서울특별시 성동구 옥수동 옥수극동그린아파트,성동구,옥수동,"[37.542081527886, 127.009867068046]",37.542081527886,127.009867068046
서울특별시 노원구 상계동 상계주공16단지,노원구,상계동,"[37.6687833155991, 127.053725187886]",37.6687833155991,127.053725187886
서울특별시 노원구 상계동 상계한양,노원구,상계동,"[37.6516530389414, 127.067422199148]",37.6516530389414,127.067422199148
서울특별시 성동구 성수동2가 성수청구강변 ,성동구,성수동2가,"[37.5352464004244, 127.054802195707]",37.5352464004244,127.054802195707
서울특별시 양천구 신월동 양천롯데캐슬,양천구,신월동,"[37.523328012312, 126.840092912064]",37.523328012312,126.840092912064
서울특별시 마포구 공덕동 공덕래미안5차,마포구,공덕동,"[37.5506244659665, 126.952220382962]",37.5506244659665,126.952220382962
서울특별시 서초구 양재동 양재우성KBS(113동),서초구,양재동,"[37.4774980484964, 127.029061759823]",37.4774980484964,127.029061759823
서울특별시 성동구 성수동1가 성수동아그린,성동구,성수동1가,"[37.5509020576675, 127.048016199008]",37.5509020576675,127.048016199008
서울특별시 성동구 마장동 마장신성미소지움,성동구,마장동,"[37.5689291700413, 127.043694259561]",37.5689291700413,127.043694259561
서울특별시 구로구 고척동 고척월드메르디앙,구로구,고척동,"[37.5029451933791, 126.86314728276]",37.5029451933791,126.86314728276
서울특별시 강서구 등촌동 등촌대동황토방2차아파트,강서구,등촌동,"[37.5551770674789, 126.862401758505]",37.5551770674789,126.862401758505
서울특별시 영등포구 당산동2가 당산동대우,영등포구,당산동2가,"[37.5211689109638, 126.893016993992]",37.5211689109638,126.893016993992
서울특별시 도봉구 방학동 방학성원,도봉구,방학동,"[37.6618360175175, 127.035703142134]",37.6618360175175,127.035703142134
서울특별시 성북구 정릉동 정릉푸른마을동아,성북구,정릉동,"[37.6075161605071, 127.01440352853]",37.6075161605071,127.01440352853
서울특별시 강서구 등촌동 등촌주공5단지,강서구,등촌동,"[37.5604516606831, 126.84486883674]",37.5604516606831,126.84486883674
서울특별시 구로구 개봉동 개봉동아이파크,구로구,개봉동,"[37.4900606508744, 126.85978624525]",37.4900606508744,126.85978624525
서울특별시 양천구 신월동 신월대성유니드,양천구,신월동,"[37.5205479601152, 126.840618068272]",37.5205479601152,126.840618068272
서울특별시 노원구 중계동 중계성원2차,노원구,중계동,"[37.6612553595229, 127.075291939465]",37.6612553595229,127.075291939465
서울특별시 강서구 화곡동 우장산에스케이뷰,강서구,화곡동,"[37.5481776604121, 126.843036379253]",37.5481776604121,126.843036379253
서울특별시 양천구 목동 목동금호어울림,양천구,목동,"[37.5337006431846, 126.867809285129]",37.5337006431846,126.867809285129
서울특별시 송파구 거여동 동아효성아파트(거여2단지),송파구,거여동,"[37.4902488856659, 127.146222224424]",37.4902488856659,127.146222224424
서울특별시 송파구 신천동 신천장미1차2차,송파구,신천동,"[37.5200313952778, 127.10261654141]",37.5200313952778,127.10261654141
서울특별시 성북구 삼선동2가 삼선푸르지오아파트,성북구,삼선동2가,"[37.5834928738163, 127.013382220928]",37.5834928738163,127.013382220928
서울특별시 관악구 봉천동 서울대입구아이원 (1560-61),관악구,봉천동,"[37.4783228992851, 126.945028209906]",37.4783228992851,126.945028209906
서울특별시 구로구 오류동 동부2차아파트,구로구,오류동,"[37.4970730544702, 126.848726529372]",37.4970730544702,126.848726529372
서울특별시 구로구 오류동 오류금강,구로구,오류동,"[37.4929926320806, 126.847646600597]",37.4929926320806,126.847646600597
서울특별시 동작구 본동 래미안트윈파크,동작구,본동,"[37.5140983783256, 126.950796763912]",37.5140983783256,126.950796763912
서울특별시 용산구 원효로4가 원효로강변삼성스위트,용산구,원효로4가,"[37.5340823879501, 126.948582252393]",37.5340823879501,126.948582252393
서울특별시 용산구 용산동5가 파크타워,용산구,용산동5가,"[37.5242745211479, 126.970684689419]",37.5242745211479,126.970684689419
서울특별시 용산구 문배동 용산CJ나인파크,용산구,문배동,"[37.5360844630167, 126.969170724866]",37.5360844630167,126.969170724866
서울특별시 구로구 고척동 고척우성현대,구로구,고척동,"[37.4988429574306, 126.862794471861]",37.4988429574306,126.862794471861
서울특별시 강동구 명일동 고덕현대아파트,강동구,명일동,"[37.5505038708259, 127.153526109123]",37.5505038708259,127.153526109123
서울특별시 동작구 신대방동 신대방현대,동작구,신대방동,"[37.4945653935954, 126.912248369811]",37.4945653935954,126.912248369811
서울특별시 금천구 시흥동 현대공무원,금천구,시흥동,"[37.4540034379335, 126.910648961274]",37.4540034379335,126.910648961274
서울특별시 양천구 신정동 신정학마을1단지,양천구,신정동,"[37.5080526501106, 126.844319085147]",37.5080526501106,126.844319085147
서울특별시 강남구 역삼동 대우디오빌역삼,강남구,역삼동,"[37.5014564802212, 127.042688993712]",37.5014564802212,127.042688993712
서울특별시 성북구 길음동 길음뉴타운대림4단지,성북구,길음동,"[37.6120673819839, 127.019648869071]",37.6120673819839,127.019648869071
서울특별시 강서구 화곡동 우장산아이파크이편한세상,강서구,화곡동,"[37.5493547358614, 126.838765589968]",37.5493547358614,126.838765589968
서울특별시 은평구 신사동 신사씨티,은평구,신사동,"[37.6003550347728, 126.904106671617]",37.6003550347728,126.904106671617
서울특별시 은평구 응암동 응암경남,은평구,응암동,"[37.5832735070763, 126.920364811571]",37.5832735070763,126.920364811571
서울특별시 강서구 방화동 마곡푸르지오,강서구,방화동,"[37.569932969533, 126.821678353517]",37.569932969533,126.821678353517
서울특별시 강서구 방화동 방화신동아,강서구,방화동,"[37.5701024996432, 126.815959544966]",37.5701024996432,126.815959544966
서울특별시 서대문구 홍제동 홍제유원하나,서대문구,홍제동,"[37.5951296272667, 126.952165445079]",37.5951296272667,126.952165445079
서울특별시 강북구 번동 번동한진,강북구,번동,"[37.6245533076865, 127.044892541889]",37.6245533076865,127.044892541889
서울특별시 중구 황학동 SH황학롯데캐슬베네치아,중구,황학동,"[37.5709782271712, 127.021433711217]",37.5709782271712,127.021433711217
서울특별시 강동구 천호동 천호현대,강동구,천호동,"[37.5384272598894, 127.132778939664]",37.5384272598894,127.132778939664
서울특별시 노원구 상계동 두산아파트,노원구,상계동,"[37.677384417801, 127.053148160922]",37.677384417801,127.053148160922
서울특별시 강서구 염창동 염창한화꿈에그린,강서구,염창동,"[37.5481830295131, 126.873143646461]",37.5481830295131,126.873143646461
서울특별시 서초구 서초동 서초더샵,서초구,서초동,"[37.4835416563974, 127.017676100063]",37.4835416563974,127.017676100063
서울특별시 송파구 가락동 가락우성1차,송파구,가락동,"[37.4966230130343, 127.117796965622]",37.4966230130343,127.117796965622
서울특별시 서초구 서초동 서초아크로비스타,서초구,서초동,"[37.4982001790622, 127.01331462624]",37.4982001790622,127.01331462624
서울특별시 은평구 응암동 응암우성,은평구,응암동,"[37.5839493556075, 126.918145501814]",37.5839493556075,126.918145501814
서울특별시 구로구 고척동 삼익아파트2단지,구로구,고척동,"[37.5075324025545, 126.852817208483]",37.5075324025545,126.852817208483
서울특별시 마포구 창전동 서강쌍용예가,마포구,창전동,"[37.5483625364441, 126.929439473336]",37.5483625364441,126.929439473336
서울특별시 영등포구 당산동3가 당산쌍용예가클래식,영등포구,당산동3가,"[37.5275605475617, 126.893636083906]",37.5275605475617,126.893636083906
서울특별시 구로구 신도림동 신도림우성3차,구로구,신도림동,"[37.5130191866004, 126.884347609326]",37.5130191866004,126.884347609326
서울특별시 강서구 내발산동 우장산힐스테이트,강서구,내발산동,"[37.5562956592551, 126.838965102044]",37.5562956592551,126.838965102044
서울특별시 동대문구 답십리동 답십리청솔우성제2,동대문구,답십리동,"[37.5744481574593, 127.059673242852]",37.5744481574593,127.059673242852
서울특별시 강서구 등촌동 등촌대림아파트,강서구,등촌동,"[37.5626461178697, 126.846655652033]",37.5626461178697,126.846655652033
서울특별시 강서구 염창동 삼성하나로,강서구,염창동,"[37.5516297228771, 126.871906542332]",37.5516297228771,126.871906542332
서울특별시 동작구 본동 경동윈츠리버,동작구,본동,"[37.5098242452634, 126.954520252958]",37.5098242452634,126.954520252958
서울특별시 양천구 신정동 신정푸른마을3단지,양천구,신정동,"[37.5114246121808, 126.83687508737]",37.5114246121808,126.83687508737
서울특별시 성북구 정릉동 길음뉴타운 데시앙,성북구,정릉동,"[37.6064185309777, 127.016134917617]",37.6064185309777,127.016134917617
서울특별시 양천구 목동 목동대원칸타빌,양천구,목동,"[37.5285796223216, 126.864782407427]",37.5285796223216,126.864782407427
서울특별시 성북구 하월곡동 하월곡아남,성북구,하월곡동,"[37.6056911305289, 127.034690906775]",37.6056911305289,127.034690906775
서울특별시 노원구 상계동 상계현대2차,노원구,상계동,"[37.6722748151583, 127.050409481365]",37.6722748151583,127.050409481365
서울특별시 강서구 방화동 방화5단지,강서구,방화동,"[37.5771889702167, 126.810252932489]",37.5771889702167,126.810252932489
서울특별시 중구 중림동 중림삼성사이버빌리지,중구,중림동,"[37.5581161473013, 126.965306488642]",37.5581161473013,126.965306488642
서울특별시 도봉구 방학동 방학청구,도봉구,방학동,"[37.6580488858301, 127.026228957921]",37.6580488858301,127.026228957921
서울특별시 강남구 수서동 수서신동아,강남구,수서동,"[37.4870725721397, 127.098442914101]",37.4870725721397,127.098442914101
서울특별시 광진구 광장동 워커힐푸르지오,광진구,광장동,"[37.5496541994049, 127.108873720121]",37.5496541994049,127.108873720121
서울특별시 서대문구 북가좌동 DMC휴먼빌,서대문구,북가좌동,"[37.5774332026934, 126.912025441653]",37.5774332026934,126.912025441653
서울특별시 노원구 상계동 상계대동아파트,노원구,상계동,"[37.6573544624281, 127.07124208291]",37.6573544624281,127.07124208291
서울특별시 송파구 신천동 잠실파크리오,송파구,신천동,"[37.5205366173754, 127.10615089337]",37.5205366173754,127.10615089337
서울특별시 강남구 역삼동 역삼래미안,강남구,역삼동,"[37.4975161048325, 127.050048075024]",37.4975161048325,127.050048075024
서울특별시 구로구 고척동 고척LIG리가아파트,구로구,고척동,"[37.5056327803548, 126.86142962034]",37.5056327803548,126.86142962034
서울특별시 영등포구 당산동2가 당산2가현대,영등포구,당산동2가,"[37.5236014309912, 126.894917191256]",37.5236014309912,126.894917191256
서울특별시 중랑구 묵동 묵동세방,중랑구,묵동,"[37.6154121957482, 127.083558941061]",37.6154121957482,127.083558941061
서울특별시 중랑구 신내동 신내영풍마드레빌,중랑구,신내동,"[37.6055995046449, 127.100139886031]",37.6055995046449,127.100139886031
서울특별시 영등포구 신길동 신길건영,영등포구,신길동,"[37.5057437220201, 126.901288621319]",37.5057437220201,126.901288621319
서울특별시 광진구 자양동 자양동삼성아파트,광진구,자양동,"[37.5322139950177, 127.071628722208]",37.5322139950177,127.071628722208
서울특별시 강북구 번동 번동삼성,강북구,번동,"[37.6414389494623, 127.031882975676]",37.6414389494623,127.031882975676
서울특별시 은평구 진관동 은평뉴타운상림마을12단지,은평구,진관동,"[37.6419845917915, 126.922606227427]",37.6419845917915,126.922606227427
서울특별시 영등포구 도림동 도림동아에코빌,영등포구,도림동,"[37.5091514028001, 126.8987236998]",37.5091514028001,126.8987236998
서울특별시 중랑구 면목동 면목대원칸타빌,중랑구,면목동,"[37.5780867825962, 127.090125931705]",37.5780867825962,127.090125931705
서울특별시 강북구 번동 번동한양,강북구,번동,"[37.6267143060941, 127.041240405765]",37.6267143060941,127.041240405765
서울특별시 성북구 정릉동 정릉산장,성북구,정릉동,"[37.6167648609946, 127.002136993966]",37.6167648609946,127.002136993966
서울특별시 금천구 가산동 가산두산위브,금천구,가산동,"[37.4760395859626, 126.891719741887]",37.4760395859626,126.891719741887
서울특별시 성북구 정릉동 정릉우정에쉐르,성북구,정릉동,"[37.6000207685188, 127.010672609588]",37.6000207685188,127.010672609588
서울특별시 강남구 삼성동 삼성롯데캐슬프레미어,강남구,삼성동,"[37.5152740694001, 127.04474442839]",37.5152740694001,127.04474442839
서울특별시 강남구 역삼동 래미안그레이튼3차,강남구,역삼동,"[37.4965001990472, 127.048147354094]",37.4965001990472,127.048147354094
서울특별시 서초구 반포동 반포리체,서초구,반포동,"[37.5037456658496, 127.013532527704]",37.5037456658496,127.013532527704
서울특별시 강서구 등촌동 등촌주공9단지,강서구,등촌동,"[37.5616420891897, 126.849629659245]",37.5616420891897,126.849629659245
서울특별시 강북구 미아동 벽산라이브파크2차,강북구,미아동,"[37.6195734466628, 127.009140588793]",37.6195734466628,127.009140588793
서울특별시 중랑구 묵동 묵동신안1차,중랑구,묵동,"[37.6128551779041, 127.080992546994]",37.6128551779041,127.080992546994
서울특별시 강북구 번동 번동금호어울림,강북구,번동,"[37.6306059364989, 127.035415967486]",37.6306059364989,127.035415967486
서울특별시 은평구 응암동 백련산힐스테이트2차,은평구,응암동,"[37.5908269199714, 126.923546818296]",37.5908269199714,126.923546818296
서울특별시 양천구 신월동 신월수명산SK-VIEW,양천구,신월동,"[37.5440526286777, 126.829338214187]",37.5440526286777,126.829338214187
서울특별시 도봉구 쌍문동 쌍문청구,도봉구,쌍문동,"[37.6596386140234, 127.034491031205]",37.6596386140234,127.034491031205
서울특별시 성동구 옥수동 옥수삼성임대,성동구,옥수동,"[37.5410394053633, 127.013735469979]",37.5410394053633,127.013735469979
서울특별시 송파구 장지동 송파파인타운9단지,송파구,장지동,"[37.4781865623828, 127.128795455004]",37.4781865623828,127.128795455004
서울특별시 은평구 응암동 백련산힐스테이트3차,은평구,응암동,"[37.5879819422276, 126.924098065224]",37.5879819422276,126.924098065224
서울특별시 성동구 옥수동 옥수현대,성동구,옥수동,"[37.5436917758825, 127.018895964412]",37.5436917758825,127.018895964412
서울특별시 강서구 염창동 염창한강동아(2차),강서구,염창동,"[37.5539729003829, 126.874209750249]",37.5539729003829,126.874209750249
서울특별시 송파구 방이동 방이대림가락,송파구,방이동,"[37.5075413562169, 127.124169148232]",37.5075413562169,127.124169148232
서울특별시 강서구 등촌동 코오롱하늘채아파트,강서구,등촌동,"[37.5543262265236, 126.860686283703]",37.5543262265236,126.860686283703
서울특별시 노원구 월계동 월계그랑빌,노원구,월계동,"[37.6178028996422, 127.068568020687]",37.6178028996422,127.068568020687
서울특별시 서초구 반포동 반포힐스테이트,서초구,반포동,"[37.5011913261761, 126.996823827522]",37.5011913261761,126.996823827522
서울특별시 중랑구 상봉동 한일써너스빌아파트,중랑구,상봉동,"[37.5971033094494, 127.091181352662]",37.5971033094494,127.091181352662
서울특별시 광진구 자양동 자양한양,광진구,자양동,"[37.531444176204, 127.091000782641]",37.531444176204,127.091000782641
서울특별시 용산구 한강로3가 시티파크2단지,용산구,한강로3가,"[37.5261585854458, 126.969883111317]",37.5261585854458,126.969883111317
서울특별시 서초구 방배동 방배서리풀e편한세상,서초구,방배동,"[37.4839077851151, 126.998323240686]",37.4839077851151,126.998323240686
서울특별시 강서구 방화동 마곡현대1차,강서구,방화동,"[37.5703736330423, 126.814306445709]",37.5703736330423,126.814306445709
서울특별시 구로구 구로동 구로현대상선,구로구,구로동,"[37.4960519869948, 126.875213329214]",37.4960519869948,126.875213329214
서울특별시 마포구 현석동 밤섬현대,마포구,현석동,"[37.5426533480742, 126.93266589588]",37.5426533480742,126.93266589588
서울특별시 성북구 보문동6가 보문아남,성북구,보문동6가,"[37.5814157840283, 127.017710648221]",37.5814157840283,127.017710648221
서울특별시 성동구 금호동4가 금호동롯데아파트,성동구,금호동4가,"[37.5469990657171, 127.017177776786]",37.5469990657171,127.017177776786
서울특별시 동작구 대방동 대방1차e편한세상,동작구,대방동,"[37.5121392075598, 126.928967882525]",37.5121392075598,126.928967882525
서울특별시 노원구 상계동 상계한신1차,노원구,상계동,"[37.6660836140376, 127.068667494845]",37.6660836140376,127.068667494845
서울특별시 송파구 장지동 송파더센트레아파트,송파구,장지동,"[37.4793589648996, 127.1401853902]",37.4793589648996,127.1401853902
서울특별시 강북구 번동 번동1단지주공아파트,강북구,번동,"[37.6247095737389, 127.04711402283]",37.6247095737389,127.04711402283
서울특별시 강남구 삼성동 삼성서광,강남구,삼성동,"[37.5170298747364, 127.04274514562]",37.5170298747364,127.04274514562
서울특별시 영등포구 신길동 보라매두산위브,영등포구,신길동,"[37.497262622131, 126.914425840731]",37.497262622131,126.914425840731
서울특별시 중구 만리동1가 LIG서울역리가,중구,만리동1가,"[37.5558684646262, 126.967001745344]",37.5558684646262,126.967001745344
서울특별시 영등포구 양평동2가 양평삼성래미안,영등포구,양평동2가,"[37.5243961073332, 126.882570707837]",37.5243961073332,126.882570707837
서울특별시 영등포구 양평동1가 양평서통한신,영등포구,양평동1가,"[37.5216371279698, 126.888118133469]",37.5216371279698,126.888118133469
서울특별시 마포구 상암동 상암월드컵파크4단지,마포구,상암동,"[37.5776864156328, 126.888688773185]",37.5776864156328,126.888688773185
